geoid,county_state,year,population,median_income,median_monthly_rent_cost,median_monthly_home_cost,prop_female,prop_male,prop_poverty
51,Virginia,2018,8517685,72577,1215,1292,0.5079956584447535,0.4920043415552465,0.1070470511290105
53,Washington,2018,7535591,74073,1316,1442,0.5001242769147105,0.49987572308528955,0.10256160448463542
54,West Virginia,2018,1805832,44097,735,552,0.504573515144266,0.4954264848557341,0.17803950553072867
55,Wisconsin,2018,5813568,60773,847,1030,0.5026665208009952,0.49733347919900484,0.11046939067665075
56,Wyoming,2018,577737,61584,818,957,0.4935082918352122,0.5064917081647878,0.11058550802841452
72,Puerto Rico,2018,3195153,20296,484,274,0.524149547768135,0.47585045223186495,0.4307613676674845
01,Alabama,2019,4903185,51734,807,753,0.5167200503346294,0.4832799496653706,0.1545705198666245
02,Alaska,2019,731545,75463,1201,1382,0.47995953769077776,0.5200404623092223,0.10079232197274861
04,Arizona,2019,7278717,62055,1101,1038,0.5025311466292754,0.49746885337072455,0.13468327350326703
05,Arkansas,2019,3017804,48952,742,662,0.5113317498419381,0.488668250158062,0.16207580646317646
06,California,2019,39512223,80440,1614,1835,0.5029185272618045,0.4970814727381955,0.11754324025363709
08,Colorado,2019,5758736,77127,1369,1466,0.4955568374726676,0.5044431625273323,0.09347072954771844
09,Connecticut,2019,3565287,78833,1177,1667,0.5109013664257603,0.4890986335742396,0.1003191496125066
10,Delaware,2019,973764,70176,1116,1182,0.5170410900382434,0.48295890996175667,0.11257996412527581
11,District of Columbia,2019,705749,92266,1603,2215,0.5262409156796538,0.4737590843203462,0.13451483639183942
12,Florida,2019,21477737,59227,1238,1025,0.5112145660411057,0.4887854339588943,0.12659920592464666
13,Georgia,2019,10617423,61980,1049,1059,0.5130526494046626,0.4869473505953375,0.1329693628555194
15,Hawaii,2019,1415872,83102,1651,1713,0.5000572085612258,0.4999427914387741,0.0933391729836891
16,Idaho,2019,1787065,60999,880,965,0.49747546955482874,0.5025245304451713,0.11173890188181392
17,Illinois,2019,12671821,69187,1020,1213,0.5093597834123446,0.4906402165876554,0.11480788855987158
18,Indiana,2019,6732219,57603,840,874,0.5068628932005925,0.4931371067994074,0.11903817915957671
19,Iowa,2019,3155070,61691,808,924,0.5022665107271788,0.4977334892728212,0.1116769937801943
20,Kansas,2019,2913314,62087,862,945,0.5035595201890356,0.4964404798109644,0.11432961018360574
21,Kentucky,2019,4467673,52295,773,786,0.5079754046457742,0.49202459535422577,0.16262534163069794
22,Louisiana,2019,4648794,51073,866,727,0.5120880813389451,0.4879119186610549,0.18997288676659854
23,Maine,2019,1344212,58924,870,999,0.5117362439853237,0.48826375601467625,0.10873629322904685
24,Maryland,2019,6045680,86738,1401,1634,0.5156850842254304,0.4843149157745696,0.09023542137136424
25,Massachusetts,2019,6892503,85843,1360,1776,0.5146094241816072,0.48539057581839284,0.094008800513188
26,Michigan,2019,9986857,59584,888,914,0.5077625523225174,0.4922374476774825,0.12986516479329885
27,Minnesota,2019,5639632,74593,1016,1200,0.5027661379324041,0.4972338620675959,0.08969096800676504
28,Mississippi,2019,2976149,45792,777,648,0.5178477287259475,0.48215227127405247,0.19604683090773195
29,Missouri,2019,6137428,57409,834,895,0.5098648815106263,0.49013511848937374,0.12937540158154887
30,Montana,2019,1068778,57153,831,896,0.49739796290717064,0.5026020370928294,0.12648343406714607
31,Nebraska,2019,1934408,63229,859,1020,0.500286392529394,0.499713607470606,0.09893381493362108
32,Nevada,2019,3080156,63276,1168,1230,0.4984737786008241,0.5015262213991759,0.12497172559321928
33,New Hampshire,2019,1359711,77933,1147,1534,0.5050712982391111,0.4949287017608889,0.07270137752137304
34,New Jersey,2019,8882190,85751,1376,1890,0.5110900577447679,0.4889099422552321,0.09161762677129531
35,New Mexico,2019,2096829,51945,847,759,0.5055829540701697,0.4944170459298302,0.1817703653378334
36,New York,2019,19453561,72108,1309,1424,0.5141861173900244,0.4858138826099756,0.1303053548292806
37,North Carolina,2019,10488084,57341,931,951,0.5142747712546925,0.48572522874530755,0.13590445326362094
38,North Dakota,2019,762062,64577,804,859,0.49041022908897175,0.5095897709110282,0.10572620443034376
39,Ohio,2019,11689100,58642,813,929,0.5096109195746464,0.4903890804253535,0.13068223522770658
40,Oklahoma,2019,3956971,54449,814,795,0.5040456450148358,0.49595435498516416,0.15176079315668353
41,Oregon,2019,4217737,67058,1185,1328,0.5045504259748771,0.49544957402512296,0.11377691801509571
42,Pennsylvania,2019,12801989,63463,951,1005,0.510034964098157,0.48996503590184304,0.12023182358403181
44,Rhode Island,2019,1059361,71169,1043,1491,0.5117613353710397,0.48823866462896026,0.10823239274837863
45,South Carolina,2019,5148714,56227,922,844,0.5173550133101198,0.4826449866898802,0.1384592168866743
46,South Dakota,2019,884659,59533,769,912,0.49194209294202623,0.5080579070579737,0.11928419653471371
47,Tennessee,2019,6829174,56071,904,851,0.512515715663417,0.48748428433658303,0.1385400634127984
48,Texas,2019,28995881,64034,1091,1103,0.5038687736371935,0.4961312263628065,0.13627701261675057
49,Utah,2019,3205958,75780,1098,1303,0.4976007171647289,0.5023992828352711,0.08906882719294135
50,Vermont,2019,623989,63001,980,1222,0.5045361376562728,0.4954638623437272,0.10165934928133816
51,Virginia,2019,8535519,76456,1254,1311,0.5077277667591157,0.49227223324088437,0.09937667864787084
53,Washington,2019,7614893,78687,1359,1509,0.499983519138089,0.500016480861911,0.09775436965673523
54,West Virginia,2019,1792147,48850,727,533,0.5056984722793387,0.4943015277206613,0.1602794629251603
55,Wisconsin,2019,5822434,64168,867,1046,0.5031624231378149,0.4968375768621851,0.10421637911486044
56,Wyoming,2019,578759,65003,822,1005,0.48855222985733265,0.5114477701426673,0.10105087945940575
72,Puerto Rico,2019,3193694,20474,482,255,0.5253164517326957,0.47468354826730425,0.43470994793492024
01,Alabama,2021,5039877,53913,861,760,0.5146913307606515,0.4853086692393485,0.16142826107235014
02,Alaska,2021,732673,77845,1259,1403,0.4770914173171388,0.5229085826828612,0.10486642139936297
04,Arizona,2021,7276316,69056,1253,1124,0.5011733959877498,0.49882660401225015,0.12753892629785896
05,Arkansas,2021,3025891,52528,820,737,0.5063665545123733,0.4936334454876266,0.1630794395522994
06,California,2021,39237836,84907,1750,1912,0.49999959223031565,0.5000004077696844,0.12299417464728123
08,Colorado,2021,5812069,82254,1491,1558,0.49363350641570153,0.5063664935842984,0.09713103961630157
09,Connecticut,2021,3605597,83771,1277,1660,0.5096387643987944,0.4903612356012056,0.10101060228291046
10,Delaware,2021,1003384,71091,1208,1175,0.5157307670841871,0.48426923291581286,0.11592203744859121
11,District of Columbia,2021,670050,90088,1668,2196,0.523878815013805,0.47612118498619505,0.16471918819246076
12,Florida,2021,21781128,63062,1348,1105,0.5080824096897094,0.49191759031029064,0.13128803635813124
13,Georgia,2021,10799566,66559,1153,1112,0.5120040934978313,0.4879959065021687,0.1402105663836461
15,Hawaii,2021,1441553,84857,1774,1790,0.49665118105265643,0.5033488189473436,0.11176261701435833
16,Idaho,2021,1900923,66474,1035,1048,0.4979738790050938,0.5020261209949062,0.11009680074760192
17,Illinois,2021,12671469,72205,1106,1234,0.5056323777456269,0.4943676222543732,0.12103817090343572
18,Indiana,2021,6805985,62743,905,895,0.5041230622753357,0.4958769377246644,0.12151469631124018
19,Iowa,2021,3193079,65600,847,957,0.4978930994190873,0.5021069005809127,0.11118088892200378
20,Kansas,2021,2934582,64124,904,969,0.49750594803621095,0.502494051963789,0.11683430111986727
21,Kentucky,2021,4509394,55573,830,825,0.5056258113617927,0.49437418863820726,0.1648181613732906
22,Louisiana,2021,4624047,52087,924,807,0.5110633607314112,0.48893663926858877,0.19622796441113682
23,Maine,2021,1372247,64767,945,1034,0.5092115340751338,0.4907884659248663,0.11518296825381404
24,Maryland,2021,6165129,90203,1473,1631,0.5128908089352227,0.4871091910647774,0.10265400167036115
25,Massachusetts,2021,6984723,89645,1487,1840,0.5120419234950334,0.48795807650496664,0.10374858670412734
26,Michigan,2021,10050811,63498,969,958,0.5048291127949774,0.49517088720502256,0.13062621688175044
27,Minnesota,2021,5707390,77720,1113,1246,0.4987782506539767,0.5012217493460233,0.09302191137618578
28,Mississippi,2021,2949965,48716,831,672,0.5134101591035826,0.48658984089641744,0.1936492771419895
29,Missouri,2021,6168187,61847,882,946,0.5063085798144576,0.49369142018554235,0.1268888887407364
30,Montana,2021,1104271,63249,883,959,0.4920531282628992,0.5079468717371007,0.11864734818458621
31,Nebraska,2021,1963692,66817,912,1076,0.49787492132167366,0.5021250786783263,0.10753876791076432
32,Nevada,2021,3143991,66274,1311,1281,0.4957978569277075,0.5042021430722925,0.1409475324635148
33,New Hampshire,2021,1388992,88465,1263,1535,0.500908572547574,0.4990914274524259,0.0722096357603129
34,New Jersey,2021,9267130,89296,1457,1899,0.5075541186969429,0.49244588130305716,0.10234116176654147
35,New Mexico,2021,2115877,53992,906,830,0.5026388584969731,0.4973611415030269,0.18434556980800607
36,New York,2021,19835913,74314,1409,1454,0.511160741630597,0.488839258369403,0.13909358923725168
37,North Carolina,2021,10551162,61972,1026,978,0.5119662649478797,0.48803373505212033,0.13404121495533372
38,North Dakota,2021,774948,66519,839,874,0.4844247614033458,0.5155752385966542,0.11083290227955422
39,Ohio,2021,11780017,62262,870,953,0.5069128508048842,0.49308714919511576,0.1339542062489424
40,Oklahoma,2021,3986639,55826,855,817,0.5021603410792901,0.4978396589207099,0.15647680526157262
41,Oregon,2021,4246155,71562,1282,1385,0.5003639763503688,0.4996360236496313,0.1218878724412329
42,Pennsylvania,2021,12964056,68957,1036,1038,0.5063557269422471,0.49364427305775294,0.12083270193809503
44,Rhode Island,2021,1095610,74008,1142,1602,0.5102372194485264,0.4897627805514736,0.11411085162785349
45,South Carolina,2021,5190705,59318,976,855,0.5141914248642525,0.48580857513574743,0.146480411001219
46,South Dakota,2021,895376,66143,830,949,0.49523998856346385,0.5047600114365361,0.1228872057658306
47,Tennessee,2021,6975218,59695,981,891,0.5106703475074184,0.4893296524925816,0.13617729016607374
48,Texas,2021,29527941,66963,1167,1192,0.5008452841327473,0.49915471586725263,0.14248253192356938
49,Utah,2021,3337975,79449,1208,1350,0.4922760056621155,0.5077239943378845,0.08560334106886487
50,Vermont,2021,645570,72431,1115,1264,0.5038601545920659,0.4961398454079341,0.1025528778217331
51,Virginia,2021,8642274,80963,1331,1361,0.5054622197815066,0.49453778021849343,0.10166907762401849
53,Washington,2021,7738692,84247,1484,1613,0.49638517723666997,0.50361482276333,0.09925249606576876
54,West Virginia,2021,1782959,51248,767,576,0.5023104849859139,0.49768951501408615,0.1682713923070006
55,Wisconsin,2021,5895908,67125,921,1076,0.49876270118190447,0.5012372988180955,0.10793186473593815
56,Wyoming,2021,578803,65204,889,1043,0.48858765417594585,0.5114123458240541,0.11351809954751131
72,Puerto Rico,2021,3263584,22237,504,259,0.5269032450214243,0.4730967549785757,0.4050513970407099
